ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
234680,Haryana,Faridabad,Locality_120,Apartment,4,3620,150.22,0.04,2016,Furnished,22,18,9,7,3,Low,Yes,No,"Garden, Gym, Pool, Clubhouse",North,Owner,Under_Construction
234681,Punjab,Amritsar,Locality_328,Apartment,2,2502,183.48,0.07,2003,Semi-furnished,24,13,22,8,4,Low,No,No,"Clubhouse, Gym",East,Builder,Ready_to_Move
234682,Karnataka,Mysore,Locality_127,Independent House,2,3543,23.89,0.01,1999,Semi-furnished,29,17,26,3,7,Low,Yes,Yes,Pool,East,Owner,Under_Construction
234683,Uttarakhand,Haridwar,Locality_55,Apartment,3,2139,320.51,0.15,2003,Semi-furnished,28,25,22,6,1,High,Yes,No,"Pool, Clubhouse, Playground",East,Owner,Under_Construction
234684,Rajasthan,Jaipur,Locality_204,Apartment,1,4806,279.52,0.06,2016,Furnished,2,16,9,1,6,Medium,No,Yes,"Gym, Clubhouse",South,Owner,Ready_to_Move
234685,Jharkhand,Ranchi,Locality_497,Villa,5,4955,333.4,0.07,2023,Unfurnished,23,9,2,1,9,High,No,Yes,"Gym, Clubhouse, Pool, Playground",South,Builder,Under_Construction
234686,West Bengal,Durgapur,Locality_353,Independent House,2,4086,389.43,0.1,1998,Furnished,24,25,27,10,7,Medium,No,Yes,Garden,East,Builder,Ready_to_Move
234687,Rajasthan,Jodhpur,Locality_98,Villa,1,3918,35.65,0.01,2011,Semi-furnished,21,23,14,2,1,Medium,No,No,Gym,North,Builder,Under_Construction
234688,Gujarat,Surat,Locality_345,Independent House,1,4613,386.76,0.08,2021,Unfurnished,2,7,4,6,5,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Playground",South,Builder,Ready_to_Move
234689,Rajasthan,Jodhpur,Locality_387,Villa,5,4038,303.13,0.08,2013,Unfurnished,17,8,12,2,5,Medium,Yes,No,"Garden, Clubhouse, Gym, Playground, Pool",East,Owner,Ready_to_Move
234690,Kerala,Trivandrum,Locality_336,Independent House,5,3282,442.69,0.13,2017,Unfurnished,7,21,8,2,4,Medium,Yes,Yes,"Clubhouse, Garden",East,Builder,Under_Construction
234691,Delhi,New Delhi,Locality_20,Independent House,4,4532,427.56,0.09,2000,Unfurnished,25,24,25,7,5,Low,Yes,Yes,"Gym, Pool, Clubhouse",North,Broker,Ready_to_Move
234692,Kerala,Kochi,Locality_29,Apartment,4,3586,153.36,0.04,2003,Unfurnished,23,19,22,5,3,High,No,No,"Garden, Pool, Gym",East,Builder,Ready_to_Move
234693,Tamil Nadu,Coimbatore,Locality_492,Apartment,1,1226,489.79,0.4,2000,Furnished,14,22,25,7,3,Low,No,Yes,"Playground, Garden",South,Builder,Under_Construction
234694,Tamil Nadu,Coimbatore,Locality_125,Apartment,5,926,341.81,0.37,1994,Semi-furnished,21,4,31,1,2,Medium,No,Yes,"Gym, Playground, Clubhouse",South,Broker,Under_Construction
234695,Madhya Pradesh,Indore,Locality_486,Villa,5,4027,144.69,0.04,2006,Semi-furnished,16,27,19,6,4,Low,No,Yes,"Playground, Clubhouse, Garden, Pool, Gym",East,Broker,Ready_to_Move
234696,Punjab,Ludhiana,Locality_12,Apartment,3,4779,364.64,0.08,1993,Furnished,5,14,32,6,7,Medium,No,Yes,"Clubhouse, Pool, Playground",East,Owner,Ready_to_Move
234697,Kerala,Trivandrum,Locality_485,Independent House,5,952,390.78,0.41,2008,Semi-furnished,26,10,17,6,3,Medium,Yes,No,Gym,West,Broker,Under_Construction
234698,Karnataka,Mysore,Locality_338,Apartment,5,4207,387.29,0.09,2015,Furnished,20,22,10,8,5,Medium,Yes,Yes,"Playground, Clubhouse, Pool",West,Owner,Under_Construction
234699,Uttarakhand,Dehradun,Locality_174,Villa,2,4463,356.63,0.08,2012,Furnished,19,11,13,7,9,Low,Yes,Yes,"Gym, Clubhouse",West,Owner,Under_Construction
234700,Kerala,Kochi,Locality_360,Apartment,1,2081,421.84,0.2,2004,Unfurnished,9,18,21,10,6,Low,No,No,"Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
234701,Gujarat,Surat,Locality_74,Independent House,2,1449,154.89,0.11,2018,Furnished,22,7,7,8,7,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",North,Owner,Ready_to_Move
234702,Andhra Pradesh,Vijayawada,Locality_242,Independent House,1,4994,400.41,0.08,2009,Unfurnished,10,29,16,9,6,Low,Yes,Yes,"Garden, Pool, Clubhouse, Playground",South,Owner,Under_Construction
234703,West Bengal,Kolkata,Locality_288,Apartment,4,939,337.62,0.36,2021,Furnished,30,27,4,8,8,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Playground",North,Owner,Under_Construction
234704,Andhra Pradesh,Vijayawada,Locality_478,Independent House,1,3791,279.69,0.07,1993,Semi-furnished,8,12,32,2,2,Medium,Yes,No,"Gym, Garden, Playground, Clubhouse",North,Broker,Ready_to_Move
234705,Bihar,Patna,Locality_185,Apartment,2,4666,428.23,0.09,2008,Semi-furnished,5,8,17,10,10,High,Yes,No,"Gym, Clubhouse, Playground",East,Broker,Under_Construction
234706,Odisha,Bhubaneswar,Locality_237,Independent House,5,1226,157.8,0.13,2013,Furnished,3,13,12,2,7,Low,Yes,Yes,"Clubhouse, Pool",South,Builder,Ready_to_Move
234707,Madhya Pradesh,Bhopal,Locality_455,Independent House,3,3370,41.99,0.01,2023,Semi-furnished,28,20,2,5,7,Medium,No,Yes,Playground,South,Builder,Ready_to_Move
234708,Maharashtra,Mumbai,Locality_109,Villa,2,2892,23.62,0.01,2004,Furnished,7,10,21,1,6,Low,Yes,Yes,"Pool, Garden, Gym, Clubhouse",North,Owner,Under_Construction
234709,Kerala,Kochi,Locality_357,Villa,5,1148,422.51,0.37,2009,Semi-furnished,29,30,16,5,5,Low,Yes,Yes,"Clubhouse, Pool, Playground, Garden",West,Owner,Ready_to_Move
234710,Haryana,Faridabad,Locality_125,Apartment,2,4124,158.82,0.04,2004,Semi-furnished,19,5,21,2,5,Medium,No,No,"Pool, Gym, Garden",West,Owner,Ready_to_Move
234711,Andhra Pradesh,Vishakhapatnam,Locality_340,Apartment,5,4384,175.68,0.04,1997,Unfurnished,16,9,28,8,2,High,Yes,Yes,"Clubhouse, Pool",South,Builder,Under_Construction
234712,Chhattisgarh,Bilaspur,Locality_82,Apartment,4,1558,452.49,0.29,2012,Semi-furnished,30,28,13,8,5,High,Yes,No,"Clubhouse, Gym",West,Broker,Under_Construction
234713,Kerala,Kochi,Locality_397,Villa,1,2668,284.4,0.11,2010,Semi-furnished,25,20,15,1,10,Low,No,Yes,Garden,West,Builder,Under_Construction
234714,Haryana,Faridabad,Locality_419,Villa,1,2183,170.87,0.08,2009,Semi-furnished,10,15,16,7,8,Medium,No,Yes,"Playground, Garden",West,Builder,Under_Construction
234715,Delhi,Dwarka,Locality_414,Independent House,5,4879,215.05,0.04,1991,Semi-furnished,28,19,34,9,2,High,No,No,"Gym, Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction
234716,Kerala,Trivandrum,Locality_328,Villa,2,872,285.75,0.33,2020,Semi-furnished,28,24,5,5,1,High,No,No,"Gym, Pool, Playground, Garden",East,Builder,Under_Construction
234717,Haryana,Faridabad,Locality_87,Apartment,1,2155,342.64,0.16,2012,Furnished,27,20,13,3,1,High,Yes,Yes,"Gym, Clubhouse",South,Owner,Ready_to_Move
234718,Kerala,Trivandrum,Locality_3,Independent House,2,3250,396.74,0.12,1996,Furnished,7,28,29,2,2,Low,Yes,No,"Garden, Playground",North,Builder,Under_Construction
234719,Kerala,Trivandrum,Locality_285,Villa,1,1095,288.27,0.26,1990,Unfurnished,18,16,35,1,5,Low,Yes,Yes,"Clubhouse, Garden, Pool",North,Owner,Ready_to_Move
234720,Delhi,Dwarka,Locality_232,Apartment,2,1979,268.86,0.14,2014,Furnished,2,8,11,1,10,Medium,Yes,Yes,"Pool, Clubhouse, Garden",West,Owner,Ready_to_Move
234721,Delhi,New Delhi,Locality_259,Independent House,1,3133,498.3,0.16,2018,Semi-furnished,20,1,7,1,8,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Playground",North,Builder,Under_Construction
234722,Chhattisgarh,Bilaspur,Locality_304,Independent House,4,3154,273.06,0.09,1992,Furnished,18,29,33,3,6,Medium,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",North,Builder,Under_Construction
234723,Odisha,Bhubaneswar,Locality_212,Villa,4,3500,123.9,0.04,2015,Semi-furnished,23,8,10,5,5,Medium,Yes,No,Clubhouse,North,Builder,Ready_to_Move
234724,Delhi,Dwarka,Locality_180,Villa,2,4558,127.99,0.03,1993,Unfurnished,20,9,32,2,10,Low,No,No,Playground,West,Broker,Ready_to_Move
234725,Telangana,Warangal,Locality_260,Independent House,2,4888,299.11,0.06,2011,Semi-furnished,30,10,14,6,8,Medium,No,Yes,Playground,East,Builder,Ready_to_Move
234726,Delhi,Dwarka,Locality_232,Independent House,4,2428,402.49,0.17,2017,Furnished,20,24,8,8,8,Medium,Yes,Yes,"Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
234727,Rajasthan,Jaipur,Locality_125,Apartment,5,1284,336.95,0.26,1990,Furnished,0,17,35,3,4,Medium,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",West,Owner,Under_Construction
234728,Delhi,Dwarka,Locality_415,Apartment,1,2659,233.41,0.09,1997,Unfurnished,28,3,28,2,1,High,No,Yes,"Pool, Gym",North,Broker,Under_Construction
234729,Haryana,Faridabad,Locality_250,Villa,4,1792,198.06,0.11,1994,Furnished,1,10,31,8,7,Low,Yes,Yes,"Playground, Gym, Garden",West,Broker,Ready_to_Move
234730,Tamil Nadu,Chennai,Locality_277,Apartment,4,4075,271.72,0.07,2011,Furnished,28,13,14,5,7,High,No,Yes,"Clubhouse, Pool",West,Builder,Ready_to_Move
234731,Telangana,Hyderabad,Locality_120,Villa,4,1258,49.4,0.04,2023,Furnished,18,19,2,3,6,High,Yes,No,Playground,West,Owner,Under_Construction
234732,Telangana,Hyderabad,Locality_231,Independent House,1,3526,247.71,0.07,1993,Unfurnished,28,8,32,7,5,High,Yes,No,"Gym, Clubhouse, Pool, Garden, Playground",East,Owner,Ready_to_Move
234733,Jharkhand,Jamshedpur,Locality_27,Villa,4,715,392.12,0.55,1998,Semi-furnished,15,2,27,8,1,Medium,Yes,Yes,"Garden, Gym",West,Builder,Under_Construction
234734,Maharashtra,Pune,Locality_243,Apartment,4,2215,22.83,0.01,1991,Semi-furnished,3,22,34,2,2,Medium,No,No,Pool,West,Owner,Under_Construction
234735,Telangana,Warangal,Locality_359,Apartment,2,1091,360.94,0.33,1996,Semi-furnished,26,19,29,4,1,High,No,Yes,"Clubhouse, Gym",West,Builder,Ready_to_Move
234736,Punjab,Ludhiana,Locality_21,Independent House,5,3496,395.71,0.11,2021,Semi-furnished,18,8,4,6,5,High,No,Yes,"Playground, Gym, Garden, Clubhouse",North,Owner,Ready_to_Move
234737,Chhattisgarh,Raipur,Locality_119,Apartment,5,514,30.12,0.06,2023,Semi-furnished,9,4,2,1,6,Medium,No,No,"Pool, Gym",North,Broker,Ready_to_Move
234738,Delhi,Dwarka,Locality_393,Villa,3,3673,492.7,0.13,2002,Unfurnished,22,9,23,4,4,High,Yes,No,"Garden, Gym, Clubhouse, Playground, Pool",East,Owner,Ready_to_Move
234739,Chhattisgarh,Bilaspur,Locality_369,Villa,3,3372,236.38,0.07,1994,Furnished,6,21,31,5,9,Low,Yes,Yes,"Playground, Clubhouse, Pool, Garden",South,Broker,Under_Construction
234740,Chhattisgarh,Raipur,Locality_374,Villa,3,1623,76.13,0.05,2000,Semi-furnished,30,11,25,8,6,Medium,No,Yes,"Gym, Playground, Garden, Clubhouse",East,Broker,Under_Construction
234741,Punjab,Amritsar,Locality_24,Independent House,2,2876,343.57,0.12,1995,Furnished,27,4,30,10,3,Low,Yes,Yes,"Gym, Playground, Clubhouse, Pool",North,Owner,Under_Construction
234742,Karnataka,Mysore,Locality_457,Apartment,1,3880,326.71,0.08,2005,Semi-furnished,16,22,20,7,1,High,No,No,Playground,West,Builder,Under_Construction
234743,West Bengal,Durgapur,Locality_112,Independent House,5,2471,455.29,0.18,2006,Semi-furnished,21,16,19,4,2,Low,Yes,Yes,Garden,West,Owner,Ready_to_Move
234744,Punjab,Amritsar,Locality_142,Villa,3,2208,124.85,0.06,2018,Unfurnished,22,30,7,5,6,High,Yes,No,"Pool, Clubhouse",East,Broker,Ready_to_Move
234745,Chhattisgarh,Raipur,Locality_34,Apartment,4,4739,127.91,0.03,2010,Semi-furnished,24,1,15,1,5,Medium,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
234746,Chhattisgarh,Raipur,Locality_429,Apartment,4,4474,13.86,0.0,2002,Unfurnished,18,22,23,5,10,High,No,Yes,"Garden, Pool",West,Builder,Under_Construction
234747,Jharkhand,Jamshedpur,Locality_457,Villa,4,1232,462.62,0.38,2023,Unfurnished,25,17,2,4,7,Medium,Yes,Yes,"Pool, Playground",East,Broker,Under_Construction
234748,Madhya Pradesh,Bhopal,Locality_70,Apartment,5,747,434.69,0.58,2021,Unfurnished,16,27,4,4,10,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Garden",North,Builder,Ready_to_Move
234749,Maharashtra,Pune,Locality_303,Villa,1,4739,466.35,0.1,2005,Furnished,4,4,20,7,8,Low,No,No,"Playground, Garden",North,Broker,Ready_to_Move
234750,Karnataka,Mangalore,Locality_156,Apartment,1,1462,204.52,0.14,2010,Semi-furnished,24,14,15,8,1,High,No,No,"Clubhouse, Gym, Garden, Pool",West,Owner,Ready_to_Move
234751,Chhattisgarh,Bilaspur,Locality_343,Independent House,5,3630,427.58,0.12,1999,Semi-furnished,21,21,26,8,7,Medium,Yes,No,"Playground, Pool",East,Builder,Ready_to_Move
234752,Maharashtra,Nagpur,Locality_324,Apartment,2,2295,63.24,0.03,2004,Semi-furnished,19,24,21,3,8,High,No,No,Gym,South,Builder,Under_Construction
234753,Jharkhand,Ranchi,Locality_405,Villa,5,4559,496.32,0.11,2002,Unfurnished,10,10,23,7,9,High,Yes,Yes,"Clubhouse, Playground",West,Owner,Under_Construction
234754,Kerala,Trivandrum,Locality_47,Apartment,5,1390,495.69,0.36,1994,Furnished,13,10,31,7,9,High,Yes,No,Clubhouse,West,Builder,Under_Construction
234755,Uttarakhand,Dehradun,Locality_268,Independent House,4,3418,264.83,0.08,2019,Furnished,29,19,6,5,4,High,Yes,No,"Clubhouse, Playground, Gym, Pool",West,Builder,Ready_to_Move
234756,Delhi,New Delhi,Locality_140,Apartment,5,528,242.14,0.46,2023,Semi-furnished,29,21,2,4,2,Low,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move
234757,Punjab,Ludhiana,Locality_451,Apartment,1,3736,151.58,0.04,2015,Unfurnished,11,16,10,5,9,High,No,No,"Playground, Garden",East,Builder,Ready_to_Move
234758,Andhra Pradesh,Vijayawada,Locality_113,Apartment,2,4559,429.71,0.09,2017,Unfurnished,14,2,8,6,3,High,No,No,Clubhouse,East,Owner,Under_Construction
234759,Madhya Pradesh,Bhopal,Locality_263,Villa,2,3200,189.86,0.06,2021,Furnished,23,28,4,9,5,Low,Yes,No,"Gym, Clubhouse",East,Broker,Under_Construction
234760,Telangana,Warangal,Locality_186,Apartment,2,4840,311.69,0.06,1993,Unfurnished,8,11,32,9,1,High,No,No,"Pool, Playground",East,Broker,Under_Construction
234761,Assam,Silchar,Locality_423,Villa,2,2479,489.07,0.2,2006,Furnished,21,27,19,3,7,High,No,Yes,"Garden, Pool, Gym, Playground",West,Broker,Ready_to_Move
234762,Gujarat,Ahmedabad,Locality_259,Apartment,4,3527,411.58,0.12,2020,Semi-furnished,8,5,5,4,8,Medium,Yes,No,"Garden, Gym",West,Broker,Under_Construction
234763,West Bengal,Durgapur,Locality_64,Independent House,1,2666,75.07,0.03,2022,Semi-furnished,17,17,3,1,2,Low,No,No,"Gym, Clubhouse, Pool, Playground",East,Builder,Under_Construction
234764,Jharkhand,Jamshedpur,Locality_411,Villa,2,1261,356.32,0.28,2003,Semi-furnished,30,6,22,6,6,High,No,Yes,"Pool, Clubhouse, Gym, Playground",South,Builder,Ready_to_Move
234765,Andhra Pradesh,Vijayawada,Locality_222,Independent House,5,893,107.85,0.12,1997,Semi-furnished,30,19,28,5,4,Medium,No,No,"Garden, Clubhouse, Pool",West,Broker,Ready_to_Move
234766,Tamil Nadu,Coimbatore,Locality_123,Independent House,5,2806,156.29,0.06,1997,Furnished,14,11,28,10,2,Low,No,Yes,"Garden, Gym, Playground, Clubhouse, Pool",West,Owner,Under_Construction
234767,Telangana,Hyderabad,Locality_193,Apartment,5,2767,16.76,0.01,2001,Furnished,15,17,24,9,9,High,Yes,No,"Pool, Clubhouse",South,Broker,Under_Construction
234768,Rajasthan,Jaipur,Locality_130,Apartment,3,3625,495.72,0.14,2017,Unfurnished,1,23,8,4,10,Low,Yes,No,"Clubhouse, Garden, Playground",West,Broker,Under_Construction
234769,Assam,Guwahati,Locality_9,Independent House,2,4991,69.15,0.01,2023,Unfurnished,26,18,2,10,9,Medium,Yes,No,"Playground, Clubhouse, Gym",South,Broker,Ready_to_Move
234770,Madhya Pradesh,Indore,Locality_58,Apartment,1,1710,253.14,0.15,2005,Unfurnished,22,18,20,9,10,Medium,Yes,No,"Clubhouse, Gym, Playground",North,Owner,Ready_to_Move
234771,Kerala,Trivandrum,Locality_9,Independent House,5,1691,49.55,0.03,2003,Furnished,19,16,22,3,7,High,No,Yes,"Playground, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move
234772,Bihar,Gaya,Locality_247,Independent House,4,554,382.49,0.69,1995,Unfurnished,7,28,30,3,1,High,Yes,Yes,"Playground, Pool, Garden",South,Owner,Ready_to_Move
234773,Odisha,Cuttack,Locality_489,Villa,3,2004,81.3,0.04,2002,Unfurnished,0,23,23,5,2,Medium,No,Yes,Gym,South,Owner,Under_Construction
234774,Uttarakhand,Haridwar,Locality_50,Apartment,1,4549,354.77,0.08,2014,Semi-furnished,6,27,11,3,1,Medium,No,No,"Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
234775,Uttarakhand,Dehradun,Locality_164,Independent House,2,4119,492.83,0.12,1992,Unfurnished,0,27,33,10,7,Medium,Yes,No,"Playground, Pool",South,Broker,Ready_to_Move
234776,Bihar,Patna,Locality_129,Villa,1,4211,430.39,0.1,1990,Semi-furnished,4,4,35,2,3,Low,Yes,Yes,"Gym, Playground",South,Builder,Ready_to_Move
234777,Assam,Guwahati,Locality_62,Independent House,4,2065,210.81,0.1,2022,Furnished,16,3,3,8,4,Medium,Yes,Yes,"Gym, Pool, Clubhouse, Garden",North,Owner,Ready_to_Move
234778,Andhra Pradesh,Vishakhapatnam,Locality_270,Independent House,2,818,192.03,0.23,2021,Unfurnished,24,16,4,7,2,Medium,No,No,"Clubhouse, Pool",East,Builder,Under_Construction
234779,Uttar Pradesh,Lucknow,Locality_153,Villa,1,4140,311.5,0.08,2006,Semi-furnished,16,7,19,10,6,Medium,Yes,No,Clubhouse,East,Builder,Under_Construction
234780,Delhi,New Delhi,Locality_9,Independent House,4,1130,252.97,0.22,2009,Unfurnished,0,18,16,10,5,Low,No,Yes,"Garden, Playground, Clubhouse, Pool, Gym",North,Broker,Under_Construction
234781,Chhattisgarh,Bilaspur,Locality_455,Villa,3,4900,182.16,0.04,2022,Furnished,9,24,3,5,3,High,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",South,Broker,Under_Construction
234782,Rajasthan,Jaipur,Locality_226,Villa,1,4400,455.01,0.1,2009,Unfurnished,28,5,16,5,8,Low,Yes,Yes,"Clubhouse, Pool, Garden, Gym, Playground",West,Owner,Under_Construction
234783,Maharashtra,Mumbai,Locality_148,Independent House,3,1223,199.1,0.16,2002,Semi-furnished,5,24,23,7,1,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse",East,Builder,Ready_to_Move
234784,Maharashtra,Mumbai,Locality_337,Independent House,4,2242,333.9,0.15,2005,Semi-furnished,24,27,20,7,1,High,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",North,Builder,Ready_to_Move
234785,Andhra Pradesh,Vijayawada,Locality_471,Apartment,5,4735,260.47,0.06,2007,Semi-furnished,18,4,18,6,2,Medium,No,Yes,"Pool, Garden, Gym",West,Builder,Ready_to_Move
234786,Odisha,Bhubaneswar,Locality_79,Villa,4,524,50.09,0.1,1995,Semi-furnished,22,25,30,2,5,High,Yes,Yes,Pool,East,Owner,Under_Construction
234787,Bihar,Patna,Locality_223,Villa,3,3740,328.17,0.09,2013,Furnished,29,11,12,3,1,Medium,Yes,Yes,"Garden, Clubhouse, Gym, Pool",West,Builder,Ready_to_Move
234788,Rajasthan,Jodhpur,Locality_283,Independent House,5,2186,310.83,0.14,1995,Furnished,12,7,30,10,1,High,Yes,Yes,"Clubhouse, Gym",East,Broker,Under_Construction
234789,Tamil Nadu,Coimbatore,Locality_400,Apartment,5,3358,460.42,0.14,1993,Furnished,10,17,32,1,9,Medium,No,Yes,"Garden, Pool",North,Builder,Under_Construction
234790,Odisha,Cuttack,Locality_321,Apartment,2,2342,310.88,0.13,2005,Unfurnished,11,26,20,7,7,Medium,No,Yes,"Clubhouse, Pool, Garden",South,Builder,Ready_to_Move
234791,Rajasthan,Jodhpur,Locality_29,Apartment,1,3114,135.45,0.04,2021,Semi-furnished,3,27,4,10,4,Low,No,Yes,"Gym, Playground, Garden",South,Builder,Ready_to_Move
234792,Chhattisgarh,Raipur,Locality_176,Villa,2,4800,320.98,0.07,1990,Unfurnished,14,13,35,6,1,Medium,Yes,Yes,"Garden, Pool",South,Owner,Under_Construction
234793,Telangana,Hyderabad,Locality_425,Villa,2,1289,271.27,0.21,2012,Unfurnished,7,5,13,1,2,Medium,Yes,No,Gym,North,Builder,Under_Construction
234794,Chhattisgarh,Raipur,Locality_120,Villa,5,2568,400.91,0.16,2007,Unfurnished,2,14,18,1,2,High,Yes,Yes,Clubhouse,West,Builder,Under_Construction
234795,Madhya Pradesh,Indore,Locality_486,Independent House,2,3540,165.0,0.05,2019,Furnished,14,16,6,9,8,Low,No,No,"Pool, Gym, Clubhouse, Garden, Playground",North,Builder,Under_Construction
234796,Haryana,Gurgaon,Locality_1,Independent House,1,1179,79.11,0.07,2019,Semi-furnished,11,4,6,6,7,Medium,No,No,"Clubhouse, Playground, Pool, Gym",West,Owner,Ready_to_Move
234797,Jharkhand,Ranchi,Locality_486,Independent House,1,4869,152.75,0.03,2007,Furnished,2,28,18,8,2,High,Yes,Yes,"Pool, Clubhouse, Garden, Gym, Playground",South,Builder,Under_Construction
234798,Karnataka,Bangalore,Locality_74,Villa,5,2960,66.25,0.02,2020,Semi-furnished,1,12,5,3,10,Low,No,No,"Garden, Playground, Gym, Pool",North,Broker,Under_Construction
234799,Haryana,Gurgaon,Locality_350,Villa,4,1723,62.06,0.04,1997,Furnished,2,25,28,5,7,Low,Yes,No,Pool,East,Owner,Under_Construction
234800,Kerala,Kochi,Locality_378,Apartment,1,4460,277.11,0.06,1993,Semi-furnished,8,30,32,1,9,Medium,Yes,Yes,"Playground, Garden, Pool",East,Owner,Ready_to_Move
234801,Rajasthan,Jaipur,Locality_458,Independent House,1,2760,447.95,0.16,2023,Furnished,1,22,2,6,3,Low,No,Yes,"Clubhouse, Garden",North,Builder,Under_Construction
234802,Haryana,Gurgaon,Locality_298,Villa,1,3020,229.26,0.08,2013,Furnished,24,13,12,2,8,High,Yes,Yes,"Clubhouse, Gym",East,Builder,Under_Construction
234803,Uttarakhand,Dehradun,Locality_74,Independent House,3,3409,475.51,0.14,2005,Semi-furnished,28,15,20,10,8,High,Yes,Yes,"Playground, Garden, Clubhouse",West,Broker,Under_Construction
234804,Chhattisgarh,Raipur,Locality_493,Villa,3,3515,287.24,0.08,2010,Unfurnished,0,2,15,5,7,High,Yes,Yes,Garden,West,Owner,Ready_to_Move
234805,Andhra Pradesh,Vishakhapatnam,Locality_255,Apartment,1,2883,197.08,0.07,2013,Furnished,13,6,12,10,1,Low,Yes,Yes,"Garden, Clubhouse, Playground",East,Broker,Ready_to_Move
234806,West Bengal,Kolkata,Locality_499,Villa,3,2604,108.24,0.04,2002,Unfurnished,11,12,23,6,10,Low,Yes,No,Playground,South,Broker,Under_Construction
234807,Punjab,Amritsar,Locality_286,Independent House,2,2753,489.87,0.18,2003,Unfurnished,21,18,22,4,8,Low,No,Yes,"Pool, Playground, Clubhouse",North,Builder,Under_Construction
234808,Andhra Pradesh,Vijayawada,Locality_202,Villa,1,4425,53.84,0.01,1998,Unfurnished,22,24,27,8,8,Low,Yes,No,"Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
234809,Maharashtra,Mumbai,Locality_98,Apartment,5,1427,297.58,0.21,2023,Unfurnished,21,8,2,4,7,Medium,Yes,Yes,Pool,West,Owner,Ready_to_Move
234810,Uttar Pradesh,Noida,Locality_292,Villa,4,1994,469.59,0.24,2015,Unfurnished,28,18,10,5,4,High,Yes,Yes,Garden,West,Owner,Ready_to_Move
234811,Delhi,Dwarka,Locality_105,Villa,5,2305,372.44,0.16,1993,Unfurnished,8,28,32,6,6,Low,No,No,"Pool, Playground, Clubhouse, Gym",East,Builder,Ready_to_Move
234812,Uttarakhand,Dehradun,Locality_489,Villa,2,2944,83.99,0.03,2022,Furnished,29,17,3,2,7,Low,No,Yes,"Pool, Gym, Garden, Clubhouse, Playground",East,Owner,Ready_to_Move
234813,Karnataka,Mangalore,Locality_40,Independent House,2,2038,326.24,0.16,2019,Furnished,4,26,6,10,3,Medium,No,No,Pool,East,Broker,Ready_to_Move
234814,Odisha,Cuttack,Locality_303,Villa,5,2314,287.72,0.12,2019,Furnished,27,15,6,10,7,High,Yes,No,"Pool, Playground, Garden",South,Owner,Ready_to_Move
234815,Telangana,Hyderabad,Locality_248,Villa,3,1098,195.23,0.18,1993,Unfurnished,14,22,32,9,5,Medium,No,No,"Garden, Gym, Playground",North,Owner,Under_Construction
234816,Chhattisgarh,Bilaspur,Locality_365,Independent House,3,511,165.95,0.32,2008,Unfurnished,4,6,17,10,8,High,No,No,Clubhouse,South,Broker,Under_Construction
234817,Punjab,Amritsar,Locality_287,Villa,2,4690,154.56,0.03,2004,Semi-furnished,4,12,21,4,8,Low,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",West,Owner,Ready_to_Move
234818,Andhra Pradesh,Vishakhapatnam,Locality_126,Apartment,4,2724,221.75,0.08,1998,Furnished,28,11,27,2,3,Medium,Yes,Yes,"Playground, Garden",West,Broker,Under_Construction
234819,West Bengal,Durgapur,Locality_468,Independent House,3,2053,210.08,0.1,2001,Furnished,6,24,24,6,8,Low,No,Yes,"Gym, Garden",South,Owner,Ready_to_Move
234820,Uttar Pradesh,Lucknow,Locality_351,Apartment,4,1406,108.37,0.08,1998,Furnished,5,16,27,8,6,Medium,Yes,No,"Garden, Gym",South,Builder,Ready_to_Move
234821,Uttar Pradesh,Noida,Locality_462,Apartment,4,4576,65.72,0.01,2005,Furnished,2,22,20,7,6,Low,No,Yes,Pool,East,Owner,Under_Construction
234822,Jharkhand,Jamshedpur,Locality_280,Independent House,3,1494,17.68,0.01,2011,Semi-furnished,20,19,14,2,6,Low,No,No,"Clubhouse, Garden, Playground, Gym",West,Builder,Under_Construction
234823,Haryana,Faridabad,Locality_259,Apartment,1,634,189.89,0.3,2009,Furnished,25,8,16,6,10,Medium,Yes,No,"Clubhouse, Garden",West,Owner,Ready_to_Move
